direccion,latitude,longitude,numero,compromiso,accion,eje,Area temática,anio,Barrio,Comuna,descripcion
AV. CORDOBA Y MONTEVIDEO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MONTEVIDEO (27),Escala Humana,,2019,SAN NICOLAS,1,
VIAMONTE 101 Y BOUCHARD,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BOUCHARD (55),Escala Humana,,2019,SAN NICOLAS,1,
PLAZA HOUSSAY,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA HOUSSAY (43),Escala Humana,,2019,RECOLETA,2,
LAVALLE Y ACUÑA DE FIGUEROA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ACUÑA DE FIGUEROA (54),Escala Humana,,2019,ALMAGRO,5,
URIBURU Y MARCELO T. DE ALVEAR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE MEDICINA (33),Escala Humana,,2019,RECOLETA,2,
CERRITO Y MARCELO T. DE ALVEAR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA LIBERTAD (38),Escala Humana,,2019,RETIRO,1,
LERMA 185 Y JULIAN ALVAREZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LERMA (109),Escala Humana,,2019,VILLA CRESPO,15,
MARCELO T DE ALVEAR Y SUIPACHA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MARCELO T. DE ALVEAR (135),Escala Humana,,2019,RETIRO,1,
MALABIA 780 Y LOYOLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MALABIA (99),Escala Humana,,2019,VILLA CRESPO,15,
SAN MARTIN 1031,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RICARDO ROJAS (53),Escala Humana,,2019,RETIRO,1,
ECUADOR 1200 Y MANSILLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ECUADOR (69),Escala Humana,,2019,RECOLETA,2,
PLAZA SAN MARTIN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA SAN MARTIN (19),Escala Humana,,2019,RETIRO,1,
CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DELLA PAOLERA (114),Escala Humana,,2019,RETIRO,1,
DE LA CARCOVA 3508,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST (66),Escala Humana,,2019,RECOLETA,2,
AGUERO Y MANSILLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AGÜERO (85),Escala Humana,,2019,RECOLETA,2,
RIOBAMBA Y JUNCAL,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RIOBAMBA (64),Escala Humana,,2019,RECOLETA,2,
PLAZA VICENTE LOPEZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA VICENTE LOPEZ (12),Escala Humana,,2019,RECOLETA,2,
VILLARROEL Y HUMBOLDT,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VILLARROEL (185),Escala Humana,,2019,VILLA CRESPO,15,
CASTILLO 815 ENTRE THAMES Y SERRANO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CASTILLO (100),Escala Humana,,2019,VILLA CRESPO,15,
BILLINGHURST 1533 Y MANSILLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - BILLINGHURST Y MANSILLA (181),Escala Humana,,2019,RECOLETA,2,
ARAOZ 1413 ENTRE GORRITI Y HONDURAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARAOZ (70),Escala Humana,,2019,PALERMO,14,
AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO (2),Escala Humana,,2019,RETIRO,1,
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO II (130),Escala Humana,,2019,RETIRO,1,
PLAZA FUERZA AEREA: AV. DR. J. RAMOS MEJIA Y AV DEL LIBERTADOR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RETIRO III (131),Escala Humana,,2019,RETIRO,1,
GUZMAN Y LEIVA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUZMAN (94),Escala Humana,,2019,CHACARITA,15,
COSTA RICA 4090 Y ACUÑA DE FIGUEROA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - COSTA RICA (122),Escala Humana,,2019,PALERMO,14,
ARROYO Y SUIPACHA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARROYO (78),Escala Humana,,2019,RETIRO,1,
AZCUENAGA Y PEÑA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PEÑA (30),Escala Humana,,2019,RECOLETA,2,
GÑEMES 3328 Y CORONEL DIAZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORONEL DIAZ (59),Escala Humana,,2019,PALERMO,14,
SALGUERO JERONIMO Y MANSILLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA GUEMES (25),Escala Humana,,2019,PALERMO,14,
COSTA RICA Y MALABIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA PALERMO VIEJO (56),Escala Humana,,2019,PALERMO,14,
VICENTE LOPEZ 2050 ENTRE JUNIN Y URIBURU,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CEMENTERIO DE LA RECOLETA (166),Escala Humana,,2019,RECOLETA,2,
FITZ ROY 1092 Y LOYOLA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FITZ ROY (101),Escala Humana,,2019,CHACARITA,15,
PLAZA EMILIO MITRE - LARREA Y PACHECO DE MELO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - EMILIO MITRE (119),Escala Humana,,2019,RECOLETA,2,
MANUEL QUINTANA 600,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - QUINTANA (115),Escala Humana,,2019,RECOLETA,2,
AV CORRIENTES 6800 Y FEDERICO LACROZE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FEDERICO LACROZE (104),Escala Humana,,2019,CHACARITA,15,
GÑEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JULIAN ALVAREZ (65),Escala Humana,,2019,PALERMO,14,
JUAN MARIA GUTIERREZ ENTRE AGUERO Y LAPRIDA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUTIERREZ (90),Escala Humana,,2019,RECOLETA,2,
GUATEMALA 4799 ENTRE J.L. BORGES Y GURRUCHAGA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GUATEMALA (113),Escala Humana,,2019,PALERMO,14,
ARMENIA 2393 Y CHARCAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARMENIA (123),Escala Humana,,2019,PALERMO,14,
PARQUE LAS HERAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE LAS HERAS (9),Escala Humana,,2019,PALERMO,14,
LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL RIVADAVIA (50),Escala Humana,,2019,PALERMO,14,
AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE DERECHO (1),Escala Humana,,2019,RECOLETA,2,
CABELLO ENTRE CNEL DIAZ Y ORTIZ DE OCAMPO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CABELLO (89),Escala Humana,,2019,PALERMO,14,
UGARTECHE ENTRE CABELLO Y LAS HERAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - UGARTECHE (124),Escala Humana,,2019,PALERMO,14,
RAVIGNANI 1883 Y COSTA RICA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RAVIGNANI (145),Escala Humana,,2019,PALERMO,14,
AV. SANTA FE Y AV. SARMIENTO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ITALIA (5),Escala Humana,,2019,PALERMO,14,
ZAPIOLA Y DORREGO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DISTRITO AUDIOVISUAL (20),Escala Humana,,2019,COLEGIALES,13,
RAVIGNANI 2171 Y GUATEMALA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RAVIGNANI Y GUATEMALA (182),Escala Humana,,2019,PALERMO,14,
PACIFICO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PACIFICO (14),Escala Humana,,2019,PALERMO,14,
AV FIGUEROA ALCORTA Y SAN MARTIN DE TOURS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MALBA (103),Escala Humana,,2019,PALERMO,14,
AV DEL LIBERTADOR Y AV SARMIENTO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ZOOLOGICO (44),Escala Humana,,2019,PALERMO,14,
GODOY CRUZ 3291 ENTRE AV DEL LIBERTADOR Y SEGUI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GODOY CRUZ Y LIBERTADOR (160),Escala Humana,,2019,PALERMO,14,
GRAL URQUIZA Y RONDEAU,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - URQUIZA (41),Escala Humana,,2019,PARQUE PATRICIOS,4,
LAS CASAS 3587 ENTRE AV. BOEDO Y ALZAGA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LAS CASAS (140),Escala Humana,,2019,BOEDO,5,
HOSPITAL GARRAHAN: AV BRASIL Y PICHINCHA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL GARRAHAN (107),Escala Humana,,2019,PARQUE PATRICIOS,4,
PERU 490 Y VENEZUELA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VENEZUELA (72),Escala Humana,,2019,MONSERRAT,1,
RIVADAVIA Y CARLOS PELLEGRINI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RIVADAVIA Y 9 DE JULIO (191),Escala Humana,,2019,SAN NICOLAS,1,
AYACUCHO ENTRE PERON JUAN Y BARTOLOME MITRE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AYACUCHO (76),Escala Humana,,2019,BALVANERA,3,
RAWSON ENTRE POTOSI Y DIAZ VELEZ,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ITALIANO (82),Escala Humana,,2019,ALMAGRO,5,
"AV. PATRICIAS ARGENTINAS 401, ENTRE JUANA DE IBARBOUROU Y AV. MACHADO",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - INSTITUTO LELOIR (74),Escala Humana,,2019,CABALLITO,6,
GUARDIA VIEJA 3302,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CARLOS GARDEL (96),Escala Humana,,2019,BALVANERA,3,
MAIPU 820,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CORDOBA (62),Escala Humana,,2019,RETIRO,1,
ING. BUTTY Y LEANDRO N. ALEM,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - INGENIERO BUTTY (35),Escala Humana,,2019,RETIRO,1,
ARENALES Y CERRITO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARENALES (22),Escala Humana,,2019,RETIRO,1,
NICARAGUA 5690 ENTRE BONPLAND Y FITZ ROY,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - NICARAGUA (133),Escala Humana,,2019,PALERMO,14,
SANTA FE 5327 ENTRE DORREGO Y AREVALO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTRO CARRANZA (58),Escala Humana,,2019,PALERMO,14,
HIPOLITO YRIGOYEN ENTRE MUÑIZ Y LA PLATA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HIPOLITO YRIGOYEN (167),Escala Humana,,2019,ALMAGRO,5,
ROQUE SAENZ PEÑA Y SUIPACHA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - DIAGONAL NORTE (42),Escala Humana,,2019,SAN NICOLAS,1,
RECONQUISTA 716 Y AV CORDOBA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - RECONQUISTA (63),Escala Humana,,2019,SAN NICOLAS,1,
AUSTRIA 2080 ENTRE FRENCH Y JUNCAL,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AUSTRIA Y FRENCH (200),Escala Humana,,2019,,,
ESTADOS UNIDOS 3568 ENTRE BOEDO Y MAZA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESTADOS UNIDOS Y BOEDO (199),Escala Humana,,2019,,,
CATULO CASTILLO 2896 Y DEAN FUNES,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL SARDA (198),Escala Humana,,2019,,,
QUINTINO BOCAYUVA Y DON BOSCO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - QUINTINO BOCAYUVA (197),Escala Humana,,2019,,,
PI Y MARGALL 750 ENTRE NECOCHEA Y ALTE. BROWN,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ARGERICH (196),Escala Humana,,2019,,,
AV JUAN DE GARAY Y LUIS SAENZ PEÑA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA GARAY (195),Escala Humana,,2019,,,
"PERON, JUAN DOMINGO TTE 3989 ENTRE FRANCISCO ACUÑA DE FIGUEROA Y MEDRANO",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PERÓN Y ACUÑA DE FIGUEROA (194),Escala Humana,,2019,,,
ARENALES 2882 Y AGUERO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARENALES Y AGÜERO (193),Escala Humana,,2019,,,
TALCAHUANO 1034 Y MARCELO T DE ALVEAR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - TALCAHUANO (192),Escala Humana,,2019,,,
JUNCAL 3320 Y JERONIMO SALGUERO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JUNCAL (190),Escala Humana,,2019,,,
POSADAS 1350 ENTRE MONTEVIDEO Y RODRIGUEZ PEÑA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - POSADAS (189),Escala Humana,,2019,,,
ARANGUREN 188 ENTRE PORTUGAL Y EDUARDO ACEVEDO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARANGUREN (188),Escala Humana,,2019,,,
CHACO 250,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE RIVADAVIA (187),Escala Humana,,2019,,,
ADOLFO ALSINA 2910 Y CATAMARCA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CATAMARCA (186),Escala Humana,,2019,,,
"33 ORIENTALES 1439, ENTRE AV. PAVON Y AV. GARAY",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PAVÓN Y 33 ORIENTALES (185),Escala Humana,,2019,,,
PEDRO ECHAGUE 1878 ENTRE COMBATE DE LOS POZOS Y AV ENTRE RIOS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PEDRO ECHAGUE (184),Escala Humana,,2019,,,
MEXICO 1652 ENTRE VIRREY CEVALLOS Y SOLIS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - VIRREY CEVALLOS (183),Escala Humana,,2019,,,
CASTRO 680 ENTRE MEXICO Y AGRELO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CASTRO Y MEXICO (179),Escala Humana,,2019,,,
JOSE MARMOL 803 Y ESTADOS UNIDOS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - JOSÉ MARMOL (178),Escala Humana,,2019,,,
SENILLOSA 989 Y ZUVIRIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SENILLOSA Y ZUVIRÍA (157),Escala Humana,,2019,,,
PLAZA ALEMANIA: DEL LIBERTADOR AV Y CAVIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLAZA ALEMANIA (156),Escala Humana,,2019,,,
PQUE. JOSE E. URIBURU - ALMAFUERTE 300,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PARQUE URIBURU (155),Escala Humana,,2019,,,
AV BRASIL 1050 Y LIMA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONSTITUCIÓN I (147),Escala Humana,,2019,,,
AV BRASIL 1060 Y LIMA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONSTITUCIÓN II (148),Escala Humana,,2019,,,
ARMENIA 1525 ENTRE GORRITI Y HONDURAS,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ARMENIA Y GORRITI (142),Escala Humana,,2019,,,
SOLIS 225 Y ADOLFO ALSINA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SOLIS Y ALSINA (141),Escala Humana,,2019,,,
AZOPARDO 700 Y CHILE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - AZOPARDO Y CHILE (137),Escala Humana,,2019,,,
"AV. ROLDAN, BELISARIO Y AV. SARMIENTO",-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PLANETARIO (177),Escala Humana,,2019,,,
MARCELO T DE ALVEAR 1698 Y RODRIGUEZ PEÑA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - MINISTERIO DE EDUCACIÓN (174),Escala Humana,,2019,,,
PASTEUR 501 ENTRE TUCUMAN Y LAVALLE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PASTEUR (171),Escala Humana,,2019,,,
SAN LUIS 2862 ENTRE ECUADOR Y BOULOGNE SUR MER,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SAN LUIS Y ECUADOR (170),Escala Humana,,2019,,,
HIPOLITO YRIGOYEN Y 24 DE NOVIEMBRE,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - FACULTAD DE PSICOLOGÍA (169),Escala Humana,,2019,,,
PLAZA MONSEÑOR MIGUEL DE ANDREA (ANCHORENA 900),-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - PZA MONSEÑOR M. DE ANCHORENA (165),Escala Humana,,2019,,,
BARTOLOME MITRE Y AV PUEYRREDON,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ONCE II (163),Escala Humana,,2019,,,
LARREA ENTRE BARTOLOME MITRE Y AV RIVADAVIA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - LARREA Y MARTOLOMÉ MITRE (162),Escala Humana,,2019,,,
FITZ ROY 1590 Y GORRITI,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - GORRITI (159),Escala Humana,,2019,,,
SANTOS DUMONT 4380 Y OTERO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - SANTOS DUMONT Y OTERO (127),Escala Humana,,2019,,,
FRAY JUSTO SANTAMARIA DE ORO Y GUATEMALA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - F. J. SANTAMARÍA DE ORO (125),Escala Humana,,2019,,,
PERU 1016 ENTRE HUMBERTO PRIMO Y CARLOS CALVO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HUMBERTO PRIMO (117),Escala Humana,,2019,,,
BERUTI Y ECUADOR,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - HOSPITAL ALEMÁN (116),Escala Humana,,2019,,,
ROSETI 50 Y AV DORREGO,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ROSETI (102),Escala Humana,,2019,,,
AV RIVADAVIA Y PARANA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - CONGRESO II (39),Escala Humana,,2019,,,
ESTADOS UNIDOS Y LIMA,-35,-58,43,Llegar a 250km de ciclovías y a 400 estaciones de Ecobici (2019),ECOBICI - ESTADOS UNIDOS (168),Escala Humana,,2019,,,
Velez Sarsfield 1271,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 01,Integración Social,,2017,BARRACAS,4,
Terrada 5850,-35,-59,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 02,Integración Social,,2017,VILLA PUEYRREDON,12,
Soldado de la Frontera 5144,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 03,Integración Social,,2017,VILLA LUGANO,8,
Av. J. B. Alberdi 6300,-35,-59,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 04,Integración Social,,2017,MATADEROS,9,
Av. Piedra Buena 3140,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 05,Integración Social,,2017,VILLA LUGANO,8,
"Mariano Acosta 3673 (esq. Av. Intendente Rabanal, ex Av. Roca)",-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 06,Integración Social,,2017,VILLA SOLDATI,8,
2 de Abril de 1982 Nº 6850,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 07,Integración Social,,2017,VILLA LUGANO,8,
Osvaldo Cruz 3485,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 08,Integración Social,,2017,BARRACAS,4,
Irala 1254,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 09,Integración Social,,2017,BOCA,4,
Amancio Alcorta 1402,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 10,Integración Social,,2017,BARRACAS,4,
Agüero 940,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 11,Integración Social,,2017,BALVANERA,3,
Olazábal 3960,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 12,Integración Social,,2017,VILLA URQUIZA,12,
Directorio 4210,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 13,Integración Social,,2017,PARQUE AVELLANEDA,9,
Horacio Casco 4446,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 14,Integración Social,,2017,PARQUE AVELLANEDA,9,
Humberto 1° 470,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 15,Integración Social,,2017,SAN TELMO,1,
Osvaldo Cruz 2055,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 16,Integración Social,,2017,BARRACAS,4,
El Salvador 4087,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 17,Integración Social,,2017,PALERMO,14,
Batlle Ordoñez 5080,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 18,Integración Social,,2017,VILLA LUGANO,8,
Curapaligüe 1905,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 19,Integración Social,,2017,FLORES,7,
Ana María Janer y Charrúa 2330 (Villa 1 11 14),-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 20,Integración Social,,2017,FLORES,7,
Gendarmería Nacional 522,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 21,Integración Social,,2017,RETIRO,1,
Guzmán 90,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 22,Integración Social,,2017,CHACARITA,15,
Martínez Castro y Laguna (Pasaje L),-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 24,Integración Social,,2017,VILLA SOLDATI,8,
Paseo EE.UU. del Brasil y Avda. Antártida Argentina,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 25,Integración Social,,2017,RETIRO,1,
Gurruchaga 1939,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 26,Integración Social,,2017,PALERMO,14,
Arias 3783,-35,-58,18,Médico de cabecera para cuidar mejor de las familias(2017),CESAC 27,Integración Social,,2017,SAAVEDRA,12,
